model,runType,dataset,test_correct_ratio,test_correct_ratio_raw,train_correct_ratio,train_correct_ratio_raw,n_train_examples,n_train_examples_raw,n_test_examples,n_test_examples_raw,n_valid_examples,n_valid_examples_raw,n_knowledge_concepts,n_problems,n_users,n_users_raw,ACC,ACC_raw,AUC,AUC_raw,MAE,MAE_raw,RMSE,RMSE_raw,ACC_std,ACC_std_raw,AUC_std,AUC_std_raw,MAE_std,MAE_std_raw,RMSE_std,RMSE_std_raw,avg_train_duration,avg_train_duration_raw,performed_at
NCDM,undersampleEven,NEUR20,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",1275652.0,"[1275652, 1275652, 1275652, 1275652, 1275652]",159372.0,"[159372, 159372, 159372, 159372, 159372]",159486.0,"[159486, 159486, 159486, 159486, 159486]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6511041721530416,"[0.652502414004991, 0.6496056080157506, 0.6505273190123271, 0.652245338148803, 0.6506401815833365]",0.7090521331454058,"[0.7096441081159423, 0.7080622054826307, 0.7081616396490991, 0.7102357246308508, 0.7091569878485062]",0.4162101576336495,"[0.4144171274260492, 0.4185748646707126, 0.4180674077210107, 0.41338066439307386, 0.4166107239574016]",0.4674687209655553,"[0.4675681622695561, 0.4677035993303827, 0.4674183414444784, 0.4673805206365509, 0.4672729811468087]",0.0011000983024009,"[0.652502414004991, 0.6496056080157506, 0.6505273190123271, 0.652245338148803, 0.6506401815833365]",0.0008408630237338,"[0.7096441081159423, 0.7080622054826307, 0.7081616396490991, 0.7102357246308508, 0.7091569878485062]",0.0020210225115863,"[0.4144171274260492, 0.4185748646707126, 0.4180674077210107, 0.41338066439307386, 0.4166107239574016]",0.0001507898471573,"[0.4675681622695561, 0.4677035993303827, 0.4674183414444784, 0.4673805206365509, 0.4672729811468087]",4515.44019908905,"[4529.8714864254, 4557.247703790665, 4467.41769862175, 4507.086300849915, 4515.577805757523]",2024-09-19 22:52:20
NCDM,undersampleCorrect,NEUR20,0.3984288930772933,"[0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334]",0.6000609026648958,"[0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958]",1306807.0,"[1306807, 1306807, 1306807, 1306807, 1306807]",163412.0,"[163412, 163412, 163412, 163412, 163412]",163350.0,"[163350, 163350, 163350, 163350, 163350]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6117967554331191,"[0.6049035812672177, 0.6189531680440772, 0.6105111723293541, 0.6164799510254055, 0.6081359044995409]",0.7108231182762906,"[0.7097464754770966, 0.7115996010401072, 0.7096394039817044, 0.7130012335153006, 0.7101288773672444]",0.4368155026918053,"[0.44077042635415065, 0.4336084778423991, 0.4380760706585775, 0.4338549971913467, 0.4377675414125526]",0.4887531701313455,"[0.49186377327177644, 0.48804126463234604, 0.487404903266818, 0.48604483381398883, 0.4904110756717984]",0.0052099321678867,"[0.6049035812672177, 0.6189531680440772, 0.6105111723293541, 0.6164799510254055, 0.6081359044995409]",0.001295331707708,"[0.7097464754770966, 0.7115996010401072, 0.7096394039817044, 0.7130012335153006, 0.7101288773672444]",0.0027271388561123,"[0.44077042635415065, 0.4336084778423991, 0.4380760706585775, 0.4338549971913467, 0.4377675414125526]",0.0021016289522046,"[0.49186377327177644, 0.48804126463234604, 0.487404903266818, 0.48604483381398883, 0.4904110756717984]",4624.030429840088,"[4629.841455698013, 4635.928302526474, 4584.539530754089, 4599.159053325653, 4670.68380689621]",2024-09-20 05:17:53
NCDM,undersampleIncorrect,NEUR20,0.6031387179598441,"[0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441]",0.3997977429740389,"[0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389]",1238824.0,"[1238824, 1238824, 1238824, 1238824, 1238824]",154920.0,"[154920, 154920, 154920, 154920, 154920]",154896.0,"[154896, 154896, 154896, 154896, 154896]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6118427848362773,"[0.6075624935440553, 0.6110099679785146, 0.6164329614709224, 0.6137472885032538, 0.61046121268464]",0.7048932426623169,"[0.7045327753648697, 0.7047947197705979, 0.706087102060986, 0.7032273504495935, 0.7058242656655372]",0.433510691021975,"[0.4376402264695652, 0.4354681683719264, 0.42923403619726536, 0.43360814331876696, 0.43160288075235076]",0.4919457477131422,"[0.49424654733507367, 0.4919884021053365, 0.48979809584597855, 0.4910813078972323, 0.4926143853820903]",0.0030205984450036,"[0.6075624935440553, 0.6110099679785146, 0.6164329614709224, 0.6137472885032538, 0.61046121268464]",0.0010204846293256,"[0.7045327753648697, 0.7047947197705979, 0.706087102060986, 0.7032273504495935, 0.7058242656655372]",0.0029265609186628,"[0.4376402264695652, 0.4354681683719264, 0.42923403619726536, 0.43360814331876696, 0.43160288075235076]",0.0014901167315114,"[0.49424654733507367, 0.4919884021053365, 0.48979809584597855, 0.4910813078972323, 0.4926143853820903]",4493.6155864238735,"[4422.314278841019, 4453.398150920868, 4507.856350898743, 4551.404578447342, 4533.104573011398]",2024-09-20 11:32:34
NCDM,undersampleEven,JUNYI15,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",197830.0,"[197830, 197830, 197830, 197830, 197830]",24920.0,"[24920, 24920, 24920, 24920, 24920]",24584.0,"[24584, 24584, 24584, 24584, 24584]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.7103156524568826,"[0.7116010413276929, 0.7061503416856492, 0.7145704523267166, 0.7059469573706476, 0.7133094695737064]",0.7902999706194711,"[0.7898227183708202, 0.7882013456271617, 0.7917070743802318, 0.7883051920832156, 0.7934635226359263]",0.3525958654935948,"[0.3532225696757627, 0.3520852636363754, 0.3506388208932515, 0.3547263155957115, 0.3523063576668731]",0.437071331711417,"[0.4356608459568664, 0.4410550367122974, 0.435814439392955, 0.43879831396707913, 0.4340280225278871]",0.0036098143439234,"[0.7116010413276929, 0.7061503416856492, 0.7145704523267166, 0.7059469573706476, 0.7133094695737064]",0.0020297359596882,"[0.7898227183708202, 0.7882013456271617, 0.7917070743802318, 0.7883051920832156, 0.7934635226359263]",0.0013495279452918,"[0.3532225696757627, 0.3520852636363754, 0.3506388208932515, 0.3547263155957115, 0.3523063576668731]",0.0025172744147576,"[0.4356608459568664, 0.4410550367122974, 0.435814439392955, 0.43879831396707913, 0.4340280225278871]",151.63098812103271,"[151.85582065582275, 151.52921199798584, 151.5138349533081, 151.6342418193817, 151.62183117866516]",2024-09-20 11:45:14
NCDM,undersampleCorrect,JUNYI15,0.3786413941883623,"[0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623]",0.5999447452032687,"[0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687]",221680.0,"[221680, 221680, 221680, 221680, 221680]",27640.0,"[27640, 27640, 27640, 27640, 27640]",27742.0,"[27742, 27742, 27742, 27742, 27742]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6805277197029774,"[0.6808809746954076, 0.6594333501549996, 0.6747891283973758, 0.7009588349794535, 0.6865763102876505]",0.7908358777765642,"[0.7911919784584922, 0.7915430747797562, 0.786031605387631, 0.7940973332977892, 0.791315396959152]",0.3730697060092637,"[0.3715251700856099, 0.3820982102443546, 0.37562043015774554, 0.36467338842213926, 0.3714313311364697]",0.4624231430071986,"[0.46435139239430495, 0.4785646614244499, 0.4685374542659158, 0.4449289823753593, 0.4557332245759631]",0.0136531649472985,"[0.6808809746954076, 0.6594333501549996, 0.6747891283973758, 0.7009588349794535, 0.6865763102876505]",0.0026296387298432,"[0.7911919784584922, 0.7915430747797562, 0.786031605387631, 0.7940973332977892, 0.791315396959152]",0.0057199317281208,"[0.3715251700856099, 0.3820982102443546, 0.37562043015774554, 0.36467338842213926, 0.3714313311364697]",0.0114232414796413,"[0.46435139239430495, 0.4785646614244499, 0.4685374542659158, 0.4449289823753593, 0.4557332245759631]",170.09064140319825,"[170.44979667663574, 170.16826391220093, 170.17209148406982, 169.58613109588623, 170.0769238471985]",2024-09-20 11:59:26
NCDM,undersampleIncorrect,JUNYI15,0.6334162137456577,"[0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577]",0.3995748666481103,"[0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103]",177759.0,"[177759, 177759, 177759, 177759, 177759]",22217.0,"[22217, 22217, 22217, 22217, 22217]",22439.0,"[22439, 22439, 22439, 22439, 22439]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6853870493337493,"[0.648068095726191, 0.6906279245955702, 0.709523597308258, 0.6687463790721512, 0.7099692499665761]",0.7899315756165238,"[0.7897394071641168, 0.7920491250956276, 0.7902125247213964, 0.7875600729290819, 0.7900967481723966]",0.3699524127096011,"[0.3818871877286315, 0.3677633519679676, 0.3529604619168941, 0.38067150245378256, 0.3664795594807296]",0.4545470976783464,"[0.4756746851191354, 0.4522177499996583, 0.44071010182830694, 0.4625515420363052, 0.4415814094083268]",0.0240164131989212,"[0.648068095726191, 0.6906279245955702, 0.709523597308258, 0.6687463790721512, 0.7099692499665761]",0.0014318647896948,"[0.7897394071641168, 0.7920491250956276, 0.7902125247213964, 0.7875600729290819, 0.7900967481723966]",0.010610530881349,"[0.3818871877286315, 0.3677633519679676, 0.3529604619168941, 0.38067150245378256, 0.3664795594807296]",0.0132321084308237,"[0.4756746851191354, 0.4522177499996583, 0.44071010182830694, 0.4625515420363052, 0.4415814094083268]",136.5652509212494,"[136.77110362052917, 136.38944816589355, 136.2408800125122, 136.9378366470337, 136.48698616027832]",2024-09-20 12:10:51
NCDM,basic,ASSIST12,0.70116626438935,"[0.7060072742390974, 0.7005860079041432, 0.7000129696535126, 0.7001109947090293, 0.699114075440968]",0.700011983668465,"[0.6992291583133814, 0.7001890009712805, 0.6999851795469558, 0.7002294652514177, 0.7004271142592895]",872659.2,"[870669, 871676, 872673, 873643, 874635]",107837.4,"[108855, 108333, 107838, 107336, 106825]",110327.4,"[111300, 110815, 110313, 109845, 109364]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7362573727985224,"[0.7294968553459119, 0.7392591255696431, 0.7390244123539383, 0.7347990350038691, 0.7387074357192495]",0.7339924114122345,"[0.7349417627033739, 0.7336052215573283, 0.7340195462133903, 0.7313715386072623, 0.7360239879798177]",0.3470566478096076,"[0.3638279741937554, 0.35112280016406555, 0.3364501411838661, 0.3463745200297304, 0.3375078034766207]",0.4237183021521972,"[0.4265459854432711, 0.42195868981208834, 0.42290158829566954, 0.4245084693543827, 0.422676777855574]",0.0037550281294833,"[0.7294968553459119, 0.7392591255696431, 0.7390244123539383, 0.7347990350038691, 0.7387074357192495]",0.0015523013731205,"[0.7349417627033739, 0.7336052215573283, 0.7340195462133903, 0.7313715386072623, 0.7360239879798177]",0.0100195278617195,"[0.3638279741937554, 0.35112280016406555, 0.3364501411838661, 0.3463745200297304, 0.3375078034766207]",0.001641230451423,"[0.4265459854432711, 0.42195868981208834, 0.42290158829566954, 0.4245084693543827, 0.422676777855574]",1741.276471376419,"[1737.8340785503387, 1740.5994300842285, 1740.761280298233, 1742.8234131336212, 1744.3641548156738]",2024-09-20 14:36:06
NCDM,sampled,ASSIST12,0.7001303429442776,"[0.7005691226723727, 0.7030214053902851, 0.6971207578499609, 0.7007341354167668, 0.6992062933920021]",0.7005448381293756,"[0.700171487648923, 0.7004428899011242, 0.7008778063844824, 0.7008800474329163, 0.700351959279432]",349063.2,"[347061, 348075, 349086, 350053, 351041]",42413.6,"[43474, 42844, 42420, 41861, 41469]",44852.2,"[45794, 45410, 44823, 44415, 43819]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7200616500521159,"[0.7088701576625759, 0.7260735520810394, 0.7245610512460121, 0.7171676235506023, 0.7236358657203497]",0.7121407735740144,"[0.7087516201964643, 0.7135005533735077, 0.7126801659822835, 0.7100701399620419, 0.7157013883557745]",0.3646873744507892,"[0.37121454608685356, 0.34946973976309775, 0.36337649320991866, 0.3767194015635814, 0.3626566916304945]",0.4333621122660907,"[0.4379236915635894, 0.43166459966027887, 0.43056983109361235, 0.43553541140796487, 0.43111702760500803]",0.0063684768359263,"[0.7088701576625759, 0.7260735520810394, 0.7245610512460121, 0.7171676235506023, 0.7236358657203497]",0.0024735321735884,"[0.7087516201964643, 0.7135005533735077, 0.7126801659822835, 0.7100701399620419, 0.7157013883557745]",0.0092172895565013,"[0.37121454608685356, 0.34946973976309775, 0.36337649320991866, 0.3767194015635814, 0.3626566916304945]",0.0028722821301514,"[0.4379236915635894, 0.43166459966027887, 0.43056983109361235, 0.43553541140796487, 0.43111702760500803]",705.6760877132416,"[693.0603003501892, 694.7817468643188, 698.8002758026123, 736.3433618545532, 705.3947536945343]",2024-09-20 15:34:58
NCDM,undersampleEven,ASSIST12,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",505198.0,"[505198, 505198, 505198, 505198, 505198]",63264.0,"[63264, 63264, 63264, 63264, 63264]",63084.0,"[63084, 63084, 63084, 63084, 63084]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6518768625959039,"[0.6514171580749477, 0.6511318242343542, 0.6538424957199924, 0.6517341956756071, 0.651258639274618]",0.709756000617567,"[0.7081545903444205, 0.7095556654603156, 0.7127108198023853, 0.7092684585629443, 0.7090904689177692]",0.4193787200669647,"[0.4197193062620651, 0.42045269553750897, 0.4184643470177715, 0.42103520612052336, 0.417222045396955]",0.4671046756866088,"[0.4680763868017838, 0.46736644530809324, 0.4656090355545912, 0.4666123875648276, 0.46785912320374834]",0.0010032624691884,"[0.6514171580749477, 0.6511318242343542, 0.6538424957199924, 0.6517341956756071, 0.651258639274618]",0.0015502409587932,"[0.7081545903444205, 0.7095556654603156, 0.7127108198023853, 0.7092684585629443, 0.7090904689177692]",0.0013784550786014,"[0.4197193062620651, 0.42045269553750897, 0.4184643470177715, 0.42103520612052336, 0.417222045396955]",0.0009012462351159,"[0.4680763868017838, 0.46736644530809324, 0.4656090355545912, 0.4666123875648276, 0.46785912320374834]",1042.2882733821868,"[1050.746646642685, 1054.7115550041199, 1067.4122791290283, 1019.8966097831726, 1018.6742763519287]",2024-09-20 17:01:55
NCDM,undersampleCorrect,ASSIST12,0.3957337819416091,"[0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913]",0.6002257847899264,"[0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264]",558684.0,"[558684, 558684, 558684, 558684, 558684]",69872.0,"[69872, 69872, 69872, 69872, 69872]",69823.0,"[69823, 69823, 69823, 69823, 69823]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6153015482004498,"[0.602050900133194, 0.6092691519986251, 0.6327284705612763, 0.6216862638385632, 0.6107729544705899]",0.7095518304467688,"[0.7111364834338502, 0.7063443670891112, 0.7112624694560314, 0.7072534417866911, 0.7117623904681603]",0.4370620386576856,"[0.44168940433142373, 0.4395651718295843, 0.4328919027843702, 0.43412522724572117, 0.43703848709732895]",0.4849237462318809,"[0.49135055917608006, 0.48746092894141435, 0.475488698270636, 0.480954130846943, 0.4893644139243316]",0.0107418793147012,"[0.602050900133194, 0.6092691519986251, 0.6327284705612763, 0.6216862638385632, 0.6107729544705899]",0.0022757151904902,"[0.7111364834338502, 0.7063443670891112, 0.7112624694560314, 0.7072534417866911, 0.7117623904681603]",0.0032769997834025,"[0.44168940433142373, 0.4395651718295843, 0.4328919027843702, 0.43412522724572117, 0.43703848709732895]",0.0058692201630435,"[0.49135055917608006, 0.48746092894141435, 0.475488698270636, 0.480954130846943, 0.4893644139243316]",1059.1301233291626,"[1086.1641585826874, 1044.1636521816254, 1033.7339441776276, 1061.9603164196014, 1069.6285452842712]",2024-09-21 08:21:42
NCDM,undersampleIncorrect,ASSIST12,0.6062654971479735,"[0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735]",0.3996854735241683,"[0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683]",457974.0,"[457974, 457974, 457974, 457974, 457974]",57338.0,"[57338, 57338, 57338, 57338, 57338]",57329.0,"[57329, 57329, 57329, 57329, 57329]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6162221563257689,"[0.6167559175984232, 0.6124300092448848, 0.6416298906312686, 0.598615011599714, 0.6116799525545535]",0.7082158156359506,"[0.7100324960259561, 0.7088784531563203, 0.7091595825423459, 0.7060181003389312, 0.7069904461161997]",0.4325448677399035,"[0.432317868018577, 0.4347974519149496, 0.41994657590248413, 0.44226223402197445, 0.4334002088415324]",0.484911004362872,"[0.4846478310409719, 0.48373747421140095, 0.4742841894114741, 0.4948077952181809, 0.48707773193233184]",0.0140773676773862,"[0.6167559175984232, 0.6124300092448848, 0.6416298906312686, 0.598615011599714, 0.6116799525545535]",0.0014806481744916,"[0.7100324960259561, 0.7088784531563203, 0.7091595825423459, 0.7060181003389312, 0.7069904461161997]",0.0071972416580243,"[0.432317868018577, 0.4347974519149496, 0.41994657590248413, 0.44226223402197445, 0.4334002088415324]",0.0065881227496003,"[0.4846478310409719, 0.48373747421140095, 0.4742841894114741, 0.4948077952181809, 0.48707773193233184]",847.5075087070466,"[864.5293180942535, 849.8344833850861, 839.8320608139038, 842.1952381134033, 841.1464431285858]",2024-09-21 09:32:24
KaNCD,sampled,ASSIST09,0.6003886799626184,"[0.6087332367257258, 0.602652752227705, 0.5968373452600342, 0.5922999744969523, 0.6014200911026748]",0.5998858362295018,"[0.6002997564129127, 0.5999309680636715, 0.5995844562023706, 0.600266624911204, 0.59934737555735]",110775.2,"[108906, 109906, 110869, 111732, 112463]",13288.2,"[13929, 13521, 13268, 12943, 12780]",14405.6,"[15634, 15042, 14332, 13794, 13226]",146,6671,4332.0,"[4332, 4332, 4332, 4332, 4332]",0.70025941119165,"[0.6958551874120507, 0.6992421220582369, 0.6948088194250628, 0.7058866173698709, 0.7055043096930289]",0.7457877282830718,"[0.7383928358564373, 0.7493639117371284, 0.7457672295159246, 0.7499504859874835, 0.7454641783183861]",0.3555295428792215,"[0.35145541630769683, 0.3507570506322061, 0.3666534500205414, 0.35472754454862704, 0.35405425288703624]",0.4494398014924126,"[0.4573998951710546, 0.45096067909078646, 0.4477559422491557, 0.44656719972451814, 0.4445152912265481]",0.0046757977832603,"[0.6958551874120507, 0.6992421220582369, 0.6948088194250628, 0.7058866173698709, 0.7055043096930289]",0.0041208537606497,"[0.7383928358564373, 0.7493639117371284, 0.7457672295159246, 0.7499504859874835, 0.7454641783183861]",0.005760836424351,"[0.35145541630769683, 0.3507570506322061, 0.3666534500205414, 0.35472754454862704, 0.35405425288703624]",0.0044947565956035,"[0.4573998951710546, 0.45096067909078646, 0.4477559422491557, 0.44656719972451814, 0.4445152912265481]",88.00134468078613,"[87.16203212738037, 87.44002342224121, 88.4144697189331, 88.757244348526, 88.23295378684998]",2024-09-21 09:39:46
KaNCD,undersampleEven,ASSIST09,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",172376.0,"[172376, 172376, 172376, 172376, 172376]",20904.0,"[20904, 20904, 20904, 20904, 20904]",22206.0,"[22206, 22206, 22206, 22206, 22206]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6481671620282806,"[0.6474376294695128, 0.6464018733675583, 0.6496892731694137, 0.6477078267135008, 0.6495992074214176]",0.7070146729944526,"[0.7051106507966973, 0.7064096644644078, 0.7109322620968589, 0.7072713729495917, 0.7053494146647075]",0.4121576292968573,"[0.4083866224043178, 0.42329276736050986, 0.4045838948081208, 0.41819697226193275, 0.4063278896494053]",0.4719188933988668,"[0.4747379968890557, 0.46843883354354965, 0.47259631220387077, 0.4687902635422306, 0.47503106081562785]",0.0012827335713504,"[0.6474376294695128, 0.6464018733675583, 0.6496892731694137, 0.6477078267135008, 0.6495992074214176]",0.0021060778902034,"[0.7051106507966973, 0.7064096644644078, 0.7109322620968589, 0.7072713729495917, 0.7053494146647075]",0.0072942823443151,"[0.4083866224043178, 0.42329276736050986, 0.4045838948081208, 0.41819697226193275, 0.4063278896494053]",0.0028281077819681,"[0.4747379968890557, 0.46843883354354965, 0.47259631220387077, 0.4687902635422306, 0.47503106081562785]",137.03080821037292,"[135.33033156394958, 137.19847917556763, 137.5676040649414, 137.44878697395325, 137.60883927345276]",2024-09-21 09:51:13
KaNCD,undersampleCorrect,ASSIST09,0.3141749979361452,"[0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523]",0.6007220656701117,"[0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117]",181511.0,"[181511, 181511, 181511, 181511, 181511]",22160.0,"[22160, 22160, 22160, 22160, 22160]",23283.0,"[23283, 23283, 23283, 23283, 23283]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6074818537130094,"[0.6208392389296912, 0.6153846153846154, 0.6043465189193833, 0.5996220418330971, 0.5972168534982605]",0.7057769367384752,"[0.702585242901177, 0.7098124250596778, 0.7085949802639363, 0.7053247843426416, 0.7025672511249434]",0.4316202010048823,"[0.42704814850742584, 0.4258797046891353, 0.42870772331047446, 0.4347718007405287, 0.4416936277768479]",0.4979523660406006,"[0.49042438390432685, 0.49294745721331906, 0.505623930555962, 0.5055307081553142, 0.49523535037408134]",0.009141669194732,"[0.6208392389296912, 0.6153846153846154, 0.6043465189193833, 0.5996220418330971, 0.5972168534982605]",0.0029973310921476,"[0.702585242901177, 0.7098124250596778, 0.7085949802639363, 0.7053247843426416, 0.7025672511249434]",0.0058948451402035,"[0.42704814850742584, 0.4258797046891353, 0.42870772331047446, 0.4347718007405287, 0.4416936277768479]",0.0064091492862401,"[0.49042438390432685, 0.49294745721331906, 0.505623930555962, 0.5055307081553142, 0.49523535037408134]",144.5502636909485,"[144.68436884880066, 144.36301565170288, 144.6184208393097, 144.70087552070618, 144.38463759422302]",2024-09-21 10:03:17
KaNCD,undersampleIncorrect,ASSIST09,0.6995401233960871,"[0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871]",0.3981454712657676,"[0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766]",162832.0,"[162832, 162832, 162832, 162832, 162832]",19830.0,"[19830, 19830, 19830, 19830, 19830]",21031.0,"[21031, 21031, 21031, 21031, 21031]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6174504303171509,"[0.6254576577433313, 0.6184204269887309, 0.6147116161856307, 0.6102420236793306, 0.6184204269887309]",0.7072309793016542,"[0.7073610183364274, 0.7070975714331866, 0.7047195184509938, 0.7119133135971469, 0.7050634746905164]",0.4230672125081122,"[0.4222544369640151, 0.4226594001674199, 0.4161328172596283, 0.4268709032722237, 0.4274185048772738]",0.4962788569323625,"[0.49231167781257956, 0.49478413320515646, 0.5062928165909286, 0.49639788479350616, 0.4916077722596419]",0.0050091857071487,"[0.6254576577433313, 0.6184204269887309, 0.6147116161856307, 0.6102420236793306, 0.6184204269887309]",0.0025676632999045,"[0.7073610183364274, 0.7070975714331866, 0.7047195184509938, 0.7119133135971469, 0.7050634746905164]",0.0040574514455113,"[0.4222544369640151, 0.4226594001674199, 0.4161328172596283, 0.4268709032722237, 0.4274185048772738]",0.0052931143362666,"[0.49231167781257956, 0.49478413320515646, 0.5062928165909286, 0.49639788479350616, 0.4916077722596419]",129.9505371570587,"[128.82175850868225, 130.3725140094757, 130.44303584098816, 130.15552043914795, 129.9598569869995]",2024-09-21 10:14:09
KaNCD,basic,NEUR20,0.6245044921431298,"[0.624251451346964, 0.6259639151933434, 0.6242693374233652, 0.6232466563290446, 0.6247911004229313]",0.6243772954618494,"[0.624413480907046, 0.6241945108339614, 0.6243987800684189, 0.6244266187412006, 0.6244530867586198]",2050977.6,"[2048971, 2049974, 2051007, 2051980, 2052956]",255122.2,"[256145, 255644, 255084, 254595, 254143]",257622.2,"[258606, 258104, 257631, 257147, 256623]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7382476918786155,"[0.7413014392550831, 0.7373810556984781, 0.7366349546444333, 0.7361120293061945, 0.7398089804888883]",0.8026088829086513,"[0.8049900859453774, 0.8025294699087575, 0.8009020279733767, 0.8005943994397872, 0.8040284312759578]",0.3444416769696572,"[0.34127373690148455, 0.35496645344420286, 0.36140364126492425, 0.34145726794628356, 0.32310728529139093]",0.4198879414277258,"[0.4168766939182829, 0.42038032382482976, 0.41977383870530904, 0.41969573381868996, 0.422713116871517]",0.0019837353373033,"[0.7413014392550831, 0.7373810556984781, 0.7366349546444333, 0.7361120293061945, 0.7398089804888883]",0.0017124864560157,"[0.8049900859453774, 0.8025294699087575, 0.8009020279733767, 0.8005943994397872, 0.8040284312759578]",0.0132104349842771,"[0.34127373690148455, 0.35496645344420286, 0.36140364126492425, 0.34145726794628356, 0.32310728529139093]",0.0018623443007424,"[0.4168766939182829, 0.42038032382482976, 0.41977383870530904, 0.41969573381868996, 0.422713116871517]",2065.003846502304,"[2057.4010734558105, 2061.0558428764343, 2066.369175672531, 2069.9808707237244, 2070.21226978302]",2024-09-21 13:06:34
KaNCD,sampled,NEUR20,0.6243188025590748,"[0.6236662651893229, 0.6228983797806001, 0.623085624501435, 0.6254934029403523, 0.6264503403836638]",0.6243897844617496,"[0.6243832828183077, 0.6248307427466812, 0.6244467075767617, 0.6245798374073941, 0.6237083517596032]",820392.0,"[818428, 819380, 820401, 821381, 822370]",101318.6,"[102328, 101754, 101343, 100781, 100387]",103779.4,"[104734, 104356, 103746, 103328, 102733]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7277515307149722,"[0.7277197471690187, 0.7287649967419219, 0.7263412565303723, 0.7256697119851347, 0.7302619411484138]",0.791047403155093,"[0.7904424143206326, 0.7916668675559302, 0.7911116333459856, 0.7907898771594326, 0.7912262233934847]",0.3483894829799435,"[0.3405030237108763, 0.34689400218416616, 0.3483854493283298, 0.3489379147801706, 0.3572270248961746]",0.4252236845442184,"[0.4264355562320121, 0.42427010503289175, 0.42597966249599395, 0.42583337558634987, 0.4235997233738441]",0.001652460385338,"[0.7277197471690187, 0.7287649967419219, 0.7263412565303723, 0.7256697119851347, 0.7302619411484138]",0.0004128364003446,"[0.7904424143206326, 0.7916668675559302, 0.7911116333459856, 0.7907898771594326, 0.7912262233934847]",0.0053448226059277,"[0.3405030237108763, 0.34689400218416616, 0.3483854493283298, 0.3489379147801706, 0.3572270248961746]",0.0010916430355576,"[0.4264355562320121, 0.42427010503289175, 0.42597966249599395, 0.42583337558634987, 0.4235997233738441]",830.4372489929199,"[831.0400366783142, 828.2673161029816, 832.120698928833, 831.5124869346619, 829.245706319809]",2024-09-21 14:15:54
