model,runType,dataset,test_correct_ratio,test_correct_ratio_raw,train_correct_ratio,train_correct_ratio_raw,n_train_examples,n_train_examples_raw,n_test_examples,n_test_examples_raw,n_valid_examples,n_valid_examples_raw,n_knowledge_concepts,n_problems,n_users,n_users_raw,ACC,ACC_raw,AUC,AUC_raw,MAE,MAE_raw,RMSE,RMSE_raw,ACC_std,ACC_std_raw,AUC_std,AUC_std_raw,MAE_std,MAE_std_raw,RMSE_std,RMSE_std_raw,avg_train_duration,avg_train_duration_raw,performed_at
IRT,incorrectSaturated,NEUR20,0.7946734339672833,"[0.7943175828930745, 0.7939586703491435, 0.794957170254065, 0.7950206772446892, 0.7951130690954441]",0.5834861241293527,"[0.5834861241293527, 0.5834861241293527, 0.5834861241293527, 0.5834861241293527, 0.5834861241293527]",2043798.0,"[2043798, 2043798, 2043798, 2043798, 2043798]",258744.0,"[258744, 258744, 258744, 258744, 258744]",261180.0,"[261180, 261180, 261180, 261180, 261180]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6809074201699977,"[0.6856956887969983, 0.6822421318630829, 0.6836434642775098, 0.6757753273604411, 0.6771804885519564]",0.5932537215502343,"[0.5769144362456221, 0.6003073290061957, 0.5698103696696539, 0.6074522414893389, 0.6117842313403606]",0.3636755397207906,"[0.36039367374553294, 0.36558290695403556, 0.35922059899067754, 0.3666990648037769, 0.3664814541099298]",0.4645136282657146,"[0.4647193184623398, 0.46250461587147856, 0.4670160190080078, 0.4648690884790563, 0.4634590995076904]",0.0038058719105531,"[0.6856956887969983, 0.6822421318630829, 0.6836434642775098, 0.6757753273604411, 0.6771804885519564]",0.0168005602963004,"[0.5769144362456221, 0.6003073290061957, 0.5698103696696539, 0.6074522414893389, 0.6117842313403606]",0.0032021883279237,"[0.36039367374553294, 0.36558290695403556, 0.35922059899067754, 0.3666990648037769, 0.3664814541099298]",0.0015217609239999,"[0.4647193184623398, 0.46250461587147856, 0.4670160190080078, 0.4648690884790563, 0.4634590995076904]",90.2567370891571,"[90.35791254043579, 90.08151054382324, 90.141286611557, 90.24675250053406, 90.45622324943542]",2024-09-17 20:30:36
IRT,basic,JUNYI15,0.7771487087353915,"[0.7745639446823195, 0.7834342299124767, 0.788848689902454, 0.7727341175825835, 0.7661625615971244]",0.7786902352107462,"[0.7789186478846122, 0.7774370563444236, 0.7760914061071305, 0.7793752223106701, 0.7816288434068946]",461746.4,"[459809, 460785, 461742, 462662, 463734]",56500.2,"[57403, 56975, 56512, 56086, 55525]",58936.4,"[59971, 59423, 58929, 58435, 57924]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.7729985429514488,"[0.7774424305080789, 0.7725123268767985, 0.7774101036840945, 0.7699495165568581, 0.7676783371314135]",0.6827236571872313,"[0.6838820739991668, 0.6700997451679249, 0.6821823469795177, 0.6892751387536187, 0.6881789810359287]",0.2902345180868053,"[0.28920938934798107, 0.29127831533971776, 0.2864182180336235, 0.2912658101388462, 0.29300085757385835]",0.4061227967524524,"[0.4034835600736628, 0.40771777184042585, 0.40137389006448015, 0.40882409972810135, 0.40921466205559176]",0.003925495196978,"[0.7774424305080789, 0.7725123268767985, 0.7774101036840945, 0.7699495165568581, 0.7676783371314135]",0.0068363816442796,"[0.6838820739991668, 0.6700997451679249, 0.6821823469795177, 0.6892751387536187, 0.6881789810359287]",0.0022548057648719,"[0.28920938934798107, 0.29127831533971776, 0.2864182180336235, 0.2912658101388462, 0.29300085757385835]",0.0031278842474745,"[0.4034835600736628, 0.40771777184042585, 0.40137389006448015, 0.40882409972810135, 0.40921466205559176]",8.24188299179077,"[8.26310920715332, 8.271222591400146, 8.244150638580322, 8.190265893936157, 8.240666627883911]",2024-09-17 20:31:22
IRT,sampled,JUNYI15,0.7779479678632596,"[0.7760074659849395, 0.7770190908157378, 0.7771210719401846, 0.780113911892957, 0.779478298682479]",0.7784414542980783,"[0.778378441040064, 0.7781620209388779, 0.7786804898046283, 0.7782600716268799, 0.7787262480799412]",184735.2,"[182846, 183677, 184595, 185762, 186796]",21962.0,"[22904, 22467, 22177, 21377, 20885]",24221.8,"[25169, 24775, 24147, 23780, 23238]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8130570807561828,"[0.8142159005125352, 0.8148536831483351, 0.8118606866277385, 0.8140874684608915, 0.810267665031414]",0.7927881363946669,"[0.7972251468101841, 0.7930166308276467, 0.7871404521402093, 0.7960511600766824, 0.7905072921186123]",0.2578181032883916,"[0.25560508915755803, 0.2578051377611789, 0.259208357917232, 0.25683783207349437, 0.25963409953249494]",0.3656809813098938,"[0.3634714870819528, 0.3642369853626564, 0.3676033221496612, 0.36459507785783607, 0.3684980340973625]",0.0017230520132241,"[0.8142159005125352, 0.8148536831483351, 0.8118606866277385, 0.8140874684608915, 0.810267665031414]",0.0036738313170956,"[0.7972251468101841, 0.7930166308276467, 0.7871404521402093, 0.7960511600766824, 0.7905072921186123]",0.001489240181739,"[0.25560508915755803, 0.2578051377611789, 0.259208357917232, 0.25683783207349437, 0.25963409953249494]",0.0019888366477796,"[0.3634714870819528, 0.3642369853626564, 0.3676033221496612, 0.36459507785783607, 0.3684980340973625]",6.565893459320068,"[6.544596433639526, 6.547956228256226, 6.579604148864746, 6.614880800247192, 6.542429685592651]",2024-09-17 20:31:56
IRT,correctSaturated,JUNYI15,0.5322059744476102,"[0.5278429798792909, 0.534967264667584, 0.535168752321687, 0.532328881985253, 0.5307219933842358]",0.8263191449086753,"[0.8263191449086753, 0.8263191449086753, 0.8263191449086753, 0.8263191449086753, 0.8263191449086753]",488167.0,"[488167, 488167, 488167, 488167, 488167]",43213.0,"[43213, 43213, 43213, 43213, 43213]",45803.0,"[45803, 45803, 45803, 45803, 45803]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.5428247058052966,"[0.5598323253935332, 0.5443311573477719, 0.5297906250682269, 0.5340261554919984, 0.5461432657249525]",0.6941244339929743,"[0.7159859879634887, 0.7124251157170027, 0.6765119201616971, 0.6811469468736981, 0.6845521992489848]",0.4423700583611069,"[0.43111325198129125, 0.43862960331602663, 0.45111683923672513, 0.44870786630116893, 0.44228273097032267]",0.56546591871978,"[0.5549377250712437, 0.5601133853511409, 0.5743033729517235, 0.5721673122877339, 0.5658077979370583]",0.0104865924734818,"[0.5598323253935332, 0.5443311573477719, 0.5297906250682269, 0.5340261554919984, 0.5461432657249525]",0.0166318128113074,"[0.7159859879634887, 0.7124251157170027, 0.6765119201616971, 0.6811469468736981, 0.6845521992489848]",0.0071747934473586,"[0.43111325198129125, 0.43862960331602663, 0.45111683923672513, 0.44870786630116893, 0.44228273097032267]",0.0072473254296601,"[0.5549377250712437, 0.5601133853511409, 0.5743033729517235, 0.5721673122877339, 0.5658077979370583]",7.83452672958374,"[7.832338333129883, 7.7459001541137695, 7.863776206970215, 7.879712343215942, 7.850906610488892]",2024-09-17 20:32:40
IRT,incorrectSaturated,JUNYI15,0.8980892722998567,"[0.8980989593882635, 0.8988683720404881, 0.8978619923424636, 0.8960740364485665, 0.8995430012795022]",0.7446914089346598,"[0.7446914089346598, 0.7446914089346598, 0.7446914089346598, 0.7446914089346598, 0.7446914089346598]",444116.0,"[444116, 444116, 444116, 444116, 444116]",65311.0,"[65311, 65311, 65311, 65311, 65311]",67756.0,"[67756, 67756, 67756, 67756, 67756]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.850487041738001,"[0.8531347777318614, 0.8615768345238798, 0.8385530432729205, 0.8607208217722415, 0.8384497313891021]",0.6815678763832678,"[0.6962539964427755, 0.6839197052564456, 0.663497301169113, 0.6908031692607927, 0.673365209787212]",0.2433419817432262,"[0.23979468582804217, 0.239736392127096, 0.2503786216904935, 0.23429763715758625, 0.25250257191291303]",0.3366238049790327,"[0.3335692531400542, 0.33060308037072506, 0.34430920987292746, 0.3273254289159886, 0.3473120525954687]",0.0102180372236196,"[0.8531347777318614, 0.8615768345238798, 0.8385530432729205, 0.8607208217722415, 0.8384497313891021]",0.0118349759935635,"[0.6962539964427755, 0.6839197052564456, 0.663497301169113, 0.6908031692607927, 0.673365209787212]",0.0069399491032436,"[0.23979468582804217, 0.239736392127096, 0.2503786216904935, 0.23429763715758625, 0.25250257191291303]",0.0078146438773527,"[0.3335692531400542, 0.33060308037072506, 0.34430920987292746, 0.3273254289159886, 0.3473120525954687]",8.58202018737793,"[8.58974289894104, 8.64806079864502, 8.535460233688354, 8.590067863464355, 8.546769142150879]",2024-09-17 20:33:27
IRT,basic,ASSIST12,0.70116626438935,"[0.7060072742390974, 0.7005860079041432, 0.7000129696535126, 0.7001109947090293, 0.699114075440968]",0.700011983668465,"[0.6992291583133814, 0.7001890009712805, 0.6999851795469558, 0.7002294652514177, 0.7004271142592895]",872659.2,"[870669, 871676, 872673, 873643, 874635]",107837.4,"[108855, 108333, 107838, 107336, 106825]",110327.4,"[111300, 110815, 110313, 109845, 109364]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6473262765639156,"[0.6472686433063791, 0.6466272616523034, 0.6472401258237923, 0.6454185443124403, 0.6500768077246626]",0.5568456142067848,"[0.5571990377263041, 0.5554292356488119, 0.5560357679580064, 0.5545668802269368, 0.560997149473865]",0.3942813494866083,"[0.3942597341158463, 0.3953312510889423, 0.39363081086180457, 0.3951001646189102, 0.3930847867475385]",0.4947461031053005,"[0.4946264882833454, 0.49468043092879155, 0.49519030506795114, 0.496203316779163, 0.49302997446725155]",0.0015299823135326,"[0.6472686433063791, 0.6466272616523034, 0.6472401258237923, 0.6454185443124403, 0.6500768077246626]",0.0022456518418944,"[0.5571990377263041, 0.5554292356488119, 0.5560357679580064, 0.5545668802269368, 0.560997149473865]",0.000851842909299,"[0.3942597341158463, 0.3953312510889423, 0.39363081086180457, 0.3951001646189102, 0.3930847867475385]",0.0010280569164832,"[0.4946264882833454, 0.49468043092879155, 0.49519030506795114, 0.496203316779163, 0.49302997446725155]",82.99062900543213,"[82.63810062408447, 82.98448133468628, 83.08335471153259, 82.958740234375, 83.2884681224823]",2024-09-17 20:40:31
IRT,sampled,ASSIST12,0.7001303429442776,"[0.7005691226723727, 0.7030214053902851, 0.6971207578499609, 0.7007341354167668, 0.6992062933920021]",0.7005448381293756,"[0.700171487648923, 0.7004428899011242, 0.7008778063844824, 0.7008800474329163, 0.700351959279432]",349063.2,"[347061, 348075, 349086, 350053, 351041]",42413.6,"[43474, 42844, 42420, 41861, 41469]",44852.2,"[45794, 45410, 44823, 44415, 43819]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6490418117652222,"[0.6493863824955234, 0.6457388240475667, 0.645271400843317, 0.6517167623550603, 0.6530956890846437]",0.5687902431904194,"[0.5675811792234049, 0.5635831854986229, 0.5632543986014197, 0.5730415729576738, 0.5764908796709758]",0.3932361670025045,"[0.39316475311824434, 0.39510011694181196, 0.39555299803703436, 0.3918611058385838, 0.3905018610768482]",0.4888807730190273,"[0.48855305834188556, 0.4917432242855717, 0.4915487048869526, 0.48736733652431896, 0.48519154105640794]",0.0031251795900453,"[0.6493863824955234, 0.6457388240475667, 0.645271400843317, 0.6517167623550603, 0.6530956890846437]",0.0052267478950339,"[0.5675811792234049, 0.5635831854986229, 0.5632543986014197, 0.5730415729576738, 0.5764908796709758]",0.0019086297420543,"[0.39316475311824434, 0.39510011694181196, 0.39555299803703436, 0.3918611058385838, 0.3905018610768482]",0.0025027907268637,"[0.48855305834188556, 0.4917432242855717, 0.4915487048869526, 0.48736733652431896, 0.48519154105640794]",79.22935452461243,"[79.3138656616211, 79.46434879302979, 79.0830090045929, 79.28446936607361, 79.00107979774475]",2024-09-17 20:47:11
IRT,correctSaturated,ASSIST12,0.4248483853036401,"[0.4255960052110522, 0.4247335870957143, 0.4231077331738637, 0.4264762092147925, 0.424328391822778]",0.7593623098657806,"[0.7593623098657806, 0.7593623098657806, 0.7593623098657806, 0.7593623098657806, 0.7593623098657806]",900164.0,"[900164, 900164, 900164, 900164, 900164]",94097.0,"[94097, 94097, 94097, 94097, 94097]",96563.0,"[96563, 96563, 96563, 96563, 96563]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.4629309362799416,"[0.4588921222414382, 0.4637283431542102, 0.4624442074086348, 0.4639147499559873, 0.4656752586394375]",0.5690592109030324,"[0.5646353273258431, 0.5734850199723153, 0.5689893428997532, 0.56810245351205, 0.5700839108052002]",0.5223609266486158,"[0.525098079857423, 0.520803243491132, 0.5223416506151254, 0.5226736257038856, 0.5208880335755123]",0.616806086606301,"[0.6192012588451828, 0.6157343236909089, 0.6169703283054854, 0.6164812731474214, 0.6156432490425061]",0.002266449916363,"[0.4588921222414382, 0.4637283431542102, 0.4624442074086348, 0.4639147499559873, 0.4656752586394375]",0.0028680588541679,"[0.5646353273258431, 0.5734850199723153, 0.5689893428997532, 0.56810245351205, 0.5700839108052002]",0.0015611502667598,"[0.525098079857423, 0.520803243491132, 0.5223416506151254, 0.5226736257038856, 0.5208880335755123]",0.0012938466771076,"[0.6192012588451828, 0.6157343236909089, 0.6169703283054854, 0.6164812731474214, 0.6156432490425061]",82.49199342727661,"[82.19711065292358, 82.42354464530945, 82.18770694732666, 82.77268981933594, 82.87891507148743]",2024-09-17 20:54:12
IRT,incorrectSaturated,ASSIST12,0.853868548357337,"[0.8542325277982039, 0.8532476514004325, 0.8540144609111598, 0.8545023995494251, 0.8533457021274641]",0.6588358739414142,"[0.6588358739414142, 0.6588358739414142, 0.6588358739414142, 0.6588358739414142, 0.6588358739414142]",854339.0,"[854339, 854339, 854339, 854339, 854339]",117005.0,"[117005, 117005, 117005, 117005, 117005]",119480.0,"[119480, 119480, 119480, 119480, 119480]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7040642785403415,"[0.7057750251088049, 0.7050970873786407, 0.7030800133913626, 0.7008620689655173, 0.705507197857382]",0.5575171981812559,"[0.5607435670379679, 0.556363273564449, 0.5565602613779292, 0.5568928553443947, 0.5570260335815391]",0.3565788253627097,"[0.35593762211081015, 0.35571592353916504, 0.3560236044915734, 0.35876407472005645, 0.35645290195194357]",0.4459518287812923,"[0.4446525060549561, 0.44525898758911137, 0.4464461506393256, 0.4471105250598578, 0.44629097456321043]",0.0018600154901536,"[0.7057750251088049, 0.7050970873786407, 0.7030800133913626, 0.7008620689655173, 0.705507197857382]",0.0016302007672891,"[0.5607435670379679, 0.556363273564449, 0.5565602613779292, 0.5568928553443947, 0.5570260335815391]",0.0011184974601877,"[0.35593762211081015, 0.35571592353916504, 0.3560236044915734, 0.35876407472005645, 0.35645290195194357]",0.0008797976462164,"[0.4446525060549561, 0.44525898758911137, 0.4464461506393256, 0.4471105250598578, 0.44629097456321043]",83.10499706268311,"[83.14473223686218, 83.13146615028381, 83.33004593849182, 83.1161732673645, 82.80256772041321]",2024-09-17 21:01:16
NCDM,sampled,ASSIST09,0.6003886799626184,"[0.6087332367257258, 0.602652752227705, 0.5968373452600342, 0.5922999744969523, 0.6014200911026748]",0.5998858362295018,"[0.6002997564129127, 0.5999309680636715, 0.5995844562023706, 0.600266624911204, 0.59934737555735]",110775.2,"[108906, 109906, 110869, 111732, 112463]",13288.2,"[13929, 13521, 13268, 12943, 12780]",14405.6,"[15634, 15042, 14332, 13794, 13226]",146,6671,4332.0,"[4332, 4332, 4332, 4332, 4332]",0.696589581885952,"[0.6950876295253934, 0.7050924079244781, 0.6881802958414737, 0.7010294330868494, 0.693558143051565]",0.7360447901438374,"[0.7305684219586982, 0.7369132686936306, 0.7356523717001061, 0.7409503467657973, 0.7361395416009542]",0.3709690791895326,"[0.3686314100833047, 0.36292248620756795, 0.3831512329597239, 0.3696764804562209, 0.3704637862408457]",0.4492505505738631,"[0.45203462108099884, 0.44759297273389137, 0.4517744805062585, 0.44457749931492146, 0.4502731792332455]",0.0059020657977596,"[0.6950876295253934, 0.7050924079244781, 0.6881802958414737, 0.7010294330868494, 0.693558143051565]",0.0033157900818814,"[0.7305684219586982, 0.7369132686936306, 0.7356523717001061, 0.7409503467657973, 0.7361395416009542]",0.0066414359651742,"[0.3686314100833047, 0.36292248620756795, 0.3831512329597239, 0.3696764804562209, 0.3704637862408457]",0.0028196458157575,"[0.45203462108099884, 0.44759297273389137, 0.4517744805062585, 0.44457749931492146, 0.4502731792332455]",150.66911854743958,"[148.6140480041504, 149.75338792800903, 151.1684374809265, 151.50709414482117, 152.30262517929077]",2024-09-17 21:13:50
NCDM,correctSaturated,ASSIST09,0.3433278709320702,"[0.3447123327113291, 0.33804215567315365, 0.3388820690762185, 0.34173140452044004, 0.35327139267920965]",0.6604368953207701,"[0.6604368953207701, 0.6604368953207701, 0.6604368953207701, 0.6604368953207701, 0.6604368953207701]",279314.0,"[279314, 279314, 279314, 279314, 279314]",32394.0,"[32394, 32394, 32394, 32394, 32394]",34568.0,"[34568, 34568, 34568, 34568, 34568]",146,6671,4332.0,"[4332, 4332, 4332, 4332, 4332]",0.6158701689423746,"[0.6140939597315436, 0.6020307799120574, 0.6212971534367044, 0.6427042351307568, 0.59922471650081]",0.7677584566951977,"[0.7699921383817965, 0.7673581154273335, 0.7664673324080891, 0.765717612152121, 0.7692570851066485]",0.4256689261315742,"[0.42534522824459253, 0.43199421242017405, 0.42333033511462975, 0.4124526034780252, 0.4352222514004498]",0.5019142157819619,"[0.5035744902138994, 0.5156537278511463, 0.49755381465574394, 0.48044700694921993, 0.5123420392398003]",0.0156286529411953,"[0.6140939597315436, 0.6020307799120574, 0.6212971534367044, 0.6427042351307568, 0.59922471650081]",0.0016265019211287,"[0.7699921383817965, 0.7673581154273335, 0.7664673324080891, 0.765717612152121, 0.7692570851066485]",0.0078932913676737,"[0.42534522824459253, 0.43199421242017405, 0.42333033511462975, 0.4124526034780252, 0.4352222514004498]",0.0124909916196155,"[0.5035744902138994, 0.5156537278511463, 0.49755381465574394, 0.48044700694921993, 0.5123420392398003]",380.7105954647064,"[379.7115366458893, 380.8627269268036, 380.84385657310486, 381.2040982246399, 380.9307589530945]",2024-09-17 21:45:37
NCDM,incorrectSaturated,ASSIST09,0.769141110412571,"[0.767012225915767, 0.772370554800439, 0.7689333338477322, 0.7660543381527899, 0.771335099346127]",0.5571348264707614,"[0.5571348264707614, 0.5571348264707614, 0.5571348264707614, 0.5571348264707614, 0.5571348264707614]",275501.0,"[275501, 275501, 275501, 275501, 275501]",34342.0,"[34342, 34342, 34342, 34342, 34342]",36433.0,"[36433, 36433, 36433, 36433, 36433]",146,6671,4332.0,"[4332, 4332, 4332, 4332, 4332]",0.7598715450278594,"[0.7703181181895534, 0.771855186232262, 0.7286251475310844, 0.7711689951417671, 0.7573902780446299]",0.7748774323397493,"[0.7783777020873699, 0.7773595248432343, 0.772259105603027, 0.7720347272387833, 0.7743561019263314]",0.3275843161466779,"[0.31756937924207157, 0.32324763134494494, 0.3539529663885343, 0.31401250043969964, 0.32913910331813895]",0.4051903709009277,"[0.3974801743530945, 0.3985537910749011, 0.4250568134044447, 0.39773596857057814, 0.4071251071016203]",0.0165097847883201,"[0.7703181181895534, 0.771855186232262, 0.7286251475310844, 0.7711689951417671, 0.7573902780446299]",0.0025931087170888,"[0.7783777020873699, 0.7773595248432343, 0.772259105603027, 0.7720347272387833, 0.7743561019263314]",0.0141493678769258,"[0.31756937924207157, 0.32324763134494494, 0.3539529663885343, 0.31401250043969964, 0.32913910331813895]",0.0105591493843773,"[0.3974801743530945, 0.3985537910749011, 0.4250568134044447, 0.39773596857057814, 0.4071251071016203]",376.7634077072144,"[374.8120367527008, 376.7051558494568, 377.6914224624634, 377.3105776309967, 377.2978458404541]",2024-09-17 22:17:04
NCDM,basic,NEUR20,0.6245044921431298,"[0.624251451346964, 0.6259639151933434, 0.6242693374233652, 0.6232466563290446, 0.6247911004229313]",0.6243772954618494,"[0.624413480907046, 0.6241945108339614, 0.6243987800684189, 0.6244266187412006, 0.6244530867586198]",2050977.6,"[2048971, 2049974, 2051007, 2051980, 2052956]",255122.2,"[256145, 255644, 255084, 254595, 254143]",257622.2,"[258606, 258104, 257631, 257147, 256623]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7307401307880055,"[0.7329915005838998, 0.730984409385364, 0.7296986775659762, 0.7284938187106985, 0.7315322476940882]",0.7949955350738338,"[0.7963943446590032, 0.7964272443761334, 0.7939805299147038, 0.7927509106785642, 0.795424645740764]",0.3414159393042461,"[0.3418820893195292, 0.3355391288672511, 0.33847068276663844, 0.3440723042162787, 0.3471154913515333]",0.4231935282005836,"[0.42217398327246414, 0.4229853887336182, 0.4241420181025484, 0.42381873246612345, 0.4228475184281638]",0.0015418385094571,"[0.7329915005838998, 0.730984409385364, 0.7296986775659762, 0.7284938187106985, 0.7315322476940882]",0.0014324224164139,"[0.7963943446590032, 0.7964272443761334, 0.7939805299147038, 0.7927509106785642, 0.795424645740764]",0.004073570937324,"[0.3418820893195292, 0.3355391288672511, 0.33847068276663844, 0.3440723042162787, 0.3471154913515333]",0.0007061204045417,"[0.42217398327246414, 0.4229853887336182, 0.4241420181025484, 0.42381873246612345, 0.4228475184281638]",7221.442946958542,"[7056.603023290634, 7138.345977783203, 7241.265259027481, 7242.094406843185, 7428.906067848206]",2024-09-18 08:19:11
NCDM,sampled,NEUR20,0.6243188025590748,"[0.6236662651893229, 0.6228983797806001, 0.623085624501435, 0.6254934029403523, 0.6264503403836638]",0.6243897844617496,"[0.6243832828183077, 0.6248307427466812, 0.6244467075767617, 0.6245798374073941, 0.6237083517596032]",820392.0,"[818428, 819380, 820401, 821381, 822370]",101318.6,"[102328, 101754, 101343, 100781, 100387]",103779.4,"[104734, 104356, 103746, 103328, 102733]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7165004272972926,"[0.7148013061660969, 0.7172467323393001, 0.7161432729936575, 0.7158756580984825, 0.7184351668889256]",0.7794894251779355,"[0.7785558099055958, 0.7804567269336253, 0.7786079185433575, 0.7793833564813437, 0.7804433140257552]",0.3462172020103499,"[0.34316788676170146, 0.34857580187200055, 0.3448438891346381, 0.34938813307332367, 0.34511029921008574]",0.4326380348224933,"[0.43388067711569483, 0.43179977730076496, 0.43366343734590634, 0.4320245468898332, 0.4318217354602672]",0.0012413780141456,"[0.7148013061660969, 0.7172467323393001, 0.7161432729936575, 0.7158756580984825, 0.7184351668889256]",0.0008373193670879,"[0.7785558099055958, 0.7804567269336253, 0.7786079185433575, 0.7793833564813437, 0.7804433140257552]",0.0023675870696968,"[0.34316788676170146, 0.34857580187200055, 0.3448438891346381, 0.34938813307332367, 0.34511029921008574]",0.0009317722864412,"[0.43388067711569483, 0.43179977730076496, 0.43366343734590634, 0.4320245468898332, 0.4318217354602672]",2941.281643152237,"[2881.7158398628235, 2965.0035128593445, 2975.2350430488586, 2944.831799507141, 2939.622020483017]",2024-09-18 12:24:26
NCDM,correctSaturated,NEUR20,0.3728341648275394,"[0.3732733320348181, 0.37295786916650225, 0.37176900897136667, 0.3735391156732479, 0.37263149829176173]",0.6864988073072076,"[0.6864988073072076, 0.6864988073072076, 0.6864988073072076, 0.6864988073072076, 0.6864988073072076]",2061801.0,"[2061801, 2061801, 2061801, 2061801, 2061801]",249740.0,"[249740, 249740, 249740, 249740, 249740]",252181.0,"[252181, 252181, 252181, 252181, 252181]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6218906261772299,"[0.6269623801951772, 0.6195708637843453, 0.6328073883440862, 0.6141184308096169, 0.6159940677529235]",0.79346866974185,"[0.7916358649669674, 0.7945880824777264, 0.7951486766162912, 0.7930156901014739, 0.7929550345467916]",0.4264014581778815,"[0.4246466256547724, 0.4265064570990554, 0.42200607739398666, 0.43045961675278804, 0.428388513988805]",0.498736740174816,"[0.4968038589953748, 0.49654063091492384, 0.49679579735390683, 0.5015567164007689, 0.5019866972091058]",0.0070065127512809,"[0.6269623801951772, 0.6195708637843453, 0.6328073883440862, 0.6141184308096169, 0.6159940677529235]",0.0012572742725787,"[0.7916358649669674, 0.7945880824777264, 0.7951486766162912, 0.7930156901014739, 0.7929550345467916]",0.0029266662265401,"[0.4246466256547724, 0.4265064570990554, 0.42200607739398666, 0.43045961675278804, 0.428388513988805]",0.0024835728782916,"[0.4968038589953748, 0.49654063091492384, 0.49679579735390683, 0.5015567164007689, 0.5019866972091058]",7373.620263290405,"[7386.952524423599, 7223.695714712143, 7175.495311260223, 7399.8136558532715, 7682.144110202789]",2024-09-18 22:39:14
NCDM,incorrectSaturated,NEUR20,0.7946734339672833,"[0.7943175828930745, 0.7939586703491435, 0.794957170254065, 0.7950206772446892, 0.7951130690954441]",0.5834861241293527,"[0.5834861241293527, 0.5834861241293527, 0.5834861241293527, 0.5834861241293527, 0.5834861241293527]",2043798.0,"[2043798, 2043798, 2043798, 2043798, 2043798]",258744.0,"[258744, 258744, 258744, 258744, 258744]",261180.0,"[261180, 261180, 261180, 261180, 261180]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.742500957194272,"[0.7405697220307834, 0.7358871276514282, 0.7476453020905123, 0.7351098859024428, 0.7532927482961942]",0.7974684954300978,"[0.7966892974589439, 0.7981421783441287, 0.7987166858755458, 0.7976230175116295, 0.7961712979602408]",0.3228782214838003,"[0.3233283877602666, 0.33309651373680393, 0.32075083866859205, 0.32531817910874844, 0.31189718814459044]",0.4101663565917113,"[0.4102850279437243, 0.4161351707820584, 0.4068939315601441, 0.415534597774551, 0.4019830548980789]",0.0070003912021885,"[0.7405697220307834, 0.7358871276514282, 0.7476453020905123, 0.7351098859024428, 0.7532927482961942]",0.0009301156793108,"[0.7966892974589439, 0.7981421783441287, 0.7987166858755458, 0.7976230175116295, 0.7961712979602408]",0.0068655428087673,"[0.3233283877602666, 0.33309651373680393, 0.32075083866859205, 0.32531817910874844, 0.31189718814459044]",0.0053316794975326,"[0.4102850279437243, 0.4161351707820584, 0.4068939315601441, 0.415534597774551, 0.4019830548980789]",7671.926479959488,"[7708.058987617493, 7745.267761707306, 7853.028297185898, 7534.950466632843, 7518.3268866539]",2024-09-19 09:18:54
NCDM,basic,JUNYI15,0.7771487087353915,"[0.7745639446823195, 0.7834342299124767, 0.788848689902454, 0.7727341175825835, 0.7661625615971244]",0.7786902352107462,"[0.7789186478846122, 0.7774370563444236, 0.7760914061071305, 0.7793752223106701, 0.7816288434068946]",461746.4,"[459809, 460785, 461742, 462662, 463734]",56500.2,"[57403, 56975, 56512, 56086, 55525]",58936.4,"[59971, 59423, 58929, 58435, 57924]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8183643618907179,"[0.8181787864134331, 0.8230314861249012, 0.8187310152895858, 0.8198682296568837, 0.8120122919687867]",0.8123591416994094,"[0.8102546016323124, 0.8126294617232847, 0.808657185647069, 0.8164569788958557, 0.8137974805985253]",0.2351914457336871,"[0.23701318599079574, 0.2281808776801745, 0.24409548219413277, 0.23098815227236752, 0.23567953053096527]",0.3625438207495336,"[0.3623559208645553, 0.3595211495006725, 0.360302534714946, 0.3630154232236603, 0.36752407544383425]",0.0035933642214834,"[0.8181787864134331, 0.8230314861249012, 0.8187310152895858, 0.8198682296568837, 0.8120122919687867]",0.0027227827272873,"[0.8102546016323124, 0.8126294617232847, 0.808657185647069, 0.8164569788958557, 0.8137974805985253]",0.005470915279504,"[0.23701318599079574, 0.2281808776801745, 0.24409548219413277, 0.23098815227236752, 0.23567953053096527]",0.0028007340697756,"[0.3623559208645553, 0.3595211495006725, 0.360302534714946, 0.3630154232236603, 0.36752407544383425]",358.49219636917115,"[358.35666942596436, 358.4830813407898, 357.98357224464417, 359.0285367965698, 358.6091220378876]",2024-09-19 09:48:51
